id,qid1,qid2,question1,question2,is_duplicate
279331,549150,549151,What is the difference between Apple's Mac and Windows?,What are the similarities and differences between Mac OS and Windows?,1
95521,189614,189615,What are the top Ruby on Rails development shops in Pakistan?,What are the top Ruby on Rails Development shops in the U.S.?,0
274059,538917,538918,What is the best way to stretch jeans permanantly?,What are some of the best ways to stretch jeans?,1
386803,756249,756250,What business can I start with $100?,How do I start new business with $100?,1
307098,602919,602920,How does a long distance relationship work?,What does it take for a successful long distance relationship?,1
125921,249485,249486,Is it safe to masturbate or have sex thrice a day?,Is it normal to masturbate thrice at once?,0
333872,654643,621852,What is ego? Can it be positive?,What is the ego?,1
323026,633671,633672,Which bank is better HDFC or ICICI?,Which is a better bank HDFC or ICICI?,1
256540,504943,504944,When will I get my joining letter from HCl?,When will I get the joining letter from HCL Technologies?,0
14467,28880,28881,"What's the difference between social democracy, welfare capitalism, and welfarism?",What is the difference between social democracy and marxism?,0
255183,502289,502290,What's the difference between phycrotroph and phycrophiles?,What is the difference between : and ; ?,0
373106,730026,730027,"Did Mughal ruler Shah Jahan, who is said to have built the Taj Mahal, marry Mumtaz Mahal after killing her first husband?","I am missing my first husband a lot after marrying to my second husband, how can I overcome this?",0
383705,750317,750318,What is the difference between molecular mass and formula mass?,What are the properties of pure metals?,0
226259,445926,445927,What is the difference between a panic attack and an anxiety attack?,What is the difference between Anxiety attack and Panic attack?,1
161673,319641,319642,What are charges for car ownership transfer in India?,How did Christopher columbus treat or encounter with native Americans?,0
262743,516987,516988,How can I attract men?,What attracts men to women?,0
91171,181019,181020,What is n factor of KCN?,What is the [math]n[/math]- factor value of [math]H_2HSO_4[/math]?,0
220523,434724,434725,Can you survive with a punctured lung?,How can you survive a punctured lung?,1
313133,614601,614602,How were the PhD placements at IIT Madras?,How are metallurgy placements at IIT Madras?,0
337379,661426,661427,When can we test for pregnancy and when to not?,When can I test for pregnancy?,1
373312,730417,730418,How can I find if someone has deleted whisper app?,How can I find if someone has deleted their whisper app?,1
322246,632159,632160,How does USPS forward packages?,How can I trace a lost USPS Priority package?,0
180840,357176,357177,Public Transportation: How much would it cost to build the London underground from scratch today?,How much would it cost to build the pyramids today?,0
126078,249795,249796,How do I stop stalking my ex on social media?,How do I stop stalking someone on social media?,1
106400,211033,211034,Who will be the next President of India?,Who do you think will be the best choice for India's next president after Pranab Mukherjee?,0
217213,428277,428278,What is a flowchart?,What is flowchart?,1
367875,719988,719989,What is the difference between inter and intramolecular forces?,What does liquid nitrogen taste like?,0
27201,54240,54241,Why aren’t cats mentioned in the Bible?,Why aren't books being added to the Bible in modern day?,0
390444,763202,763203,How can I find a job?,How should I find a job?,0
56950,113304,113305,How do you get deleted Instagram chats?,How can I view deleted Instagram text messages?,1
194496,383909,383910,Why should sex education be taught in school?,Do you think Sex Education should be taught in schools?,1
173765,343314,343315,Can I use Jio sim in my 3G mobile?,How can Jio work in a 3G phone?,1
225058,443571,443572,What do you think of Chinese and western wedding?,What do you think of Chinese and Western weddings?,1
192914,380829,380830,What are the most bizarre dismissals in cricket history?,What are the top 5 bizarre dismissals of all-time in cricket?,1
344222,674622,674623,"Are there Reggio Emilia preschools in Virginia Beach? If so, what are the good ones?",Which car services are available in Virginia Beach? How good are they compared to taxis and relative to each other?,0
71532,142168,4770,What are the uses of doing yoga daily?,What are the benefits of yoga?,0
40319,80309,80310,"Which one will be better, an i5 7200U with an Intel HD 620 graphics or an i5 6200U with an Nvidia 940MX?","Which GPU is better, Nvidia GTX 940MX or Intel Iris 6100?",0
218460,430717,430718,Is there any way you can use Bill Me Later on Amazon?,Is there a way to get used books from amazon.com delivered in India?,0
237421,467697,467698,How can we recover our Gmail password online?,How do I recover a forgotten Gmail password?,1
389935,762226,762227,Why did the US not annex Mexico after the Mexican-American war?,Was the Mexican-American War justified?,0
80002,81671,134686,What percentage of users on Quora ask questions?,What percentage of Quora users ask and answer questions?,0
155273,307083,307084,Why did Shae commit perjury at Tyrion's trial?,Game of Thrones: Why did Shae betray Tyrion at his trial?,1
130333,258148,258149,How can I earn money by writing a blog?,How do I earn money through a blog?,1
221414,436455,436456,"Which do you believe is a better board CBSE, ICSE or IB or any of those state boards ?",To which board school should I admit my children? CBSE OR ICSE?,0
8088,16156,16157,What is the best compliment that a teacher gave you?,What is the best/sweetest/most memorable compliment a lover ever gave you?,0
278915,548339,32705,How do I lose weight without dieting?,How does one lose weight without extremely restrictive dieting?,0
212917,419900,419901,"What is difference between logical memory, physical memory and virtual memory?","If size of the physical memory is 2^32 - 1, then what is the size of the virtual memory? How to convert physical memory to logical memory?",0
170280,336483,336484,"If I create a private list on Twitter, do the people in that list know they are on it?",If I create a private Twitter list does my follower number change on my profile page?,0
322619,632875,632876,What happens if I play Ouija board at graveyard alone?,Is it worth anything to try a Ouija board?,0
149887,296523,296524,Why are there arabic instruments when music isn't allowed in Islam?,Music is not allowed in Islam than why Arabic singer use music in Arabic songs?,1
292460,574571,574572,Why is cricket being given so much importance in India?,Why cricket is so important in india?,1
89240,177190,177191,Which life insurance is the best?,Which is the best life insurance?,1
297054,583489,375063,When did crop circles first begin to appear?,When did crop circles start appearing?,1
48822,97192,97193,What are some good sites to learn Java?,What is the best site to learn how to code?,0
144264,285495,285496,How can I lose 1kg every day?,How many calories do I burn to lose 1kg weight per day?,1
28347,56521,56522,"If I wanted to learn about Greek mythology, what would be the best book to read?",What is a good book on Greek mythology?,1
341946,670239,670240,Do most white people have superiority complex?,Do most white people consider themselves superior to other races?,1
404116,789349,789350,"I am a JEE Aspirant, should I masturbate?","I have finished my class 10 course, thoroughly revised it. I am a JEE advanced aspirant and knows basics of class 11 and 12. What should I do in now?",0
329627,646434,646435,What is it like to work in the Indian Army? What are the perks and the woes? Any experiences/perspective?,What is the general and advanced perks a army?,0
261692,514948,514949,Is it true a gorilla would win a fight against a lion?,Who would win a fight between a male lion and a silver back gorilla?,0
343658,673540,673541,What is spreader beam?,What is a spreader beam?,1
238758,470313,470314,What would a Trump presidency mean for current international master’s students on an F1 visa?,What will happen to international students in the US if Donald Trump becomes president?,1
191249,377563,377564,What are the easiest Products to sell online?,What are the best products to sell online?,0
207477,409300,409301,Do you think it is a good plan to try to combine the last 2 years of HS with the first 2 years of college and then finish a degree while working?,Why does the U.S. initiate anti-Philippine propoganda in the world?,0
136059,269397,269398,Does my paragraph have tense problems?,What is the psi of fluid in the amniotic sac?,0
279613,549699,549700,Why is a ponzi scheme illegal?,What can I do to earn without money?,0
216408,426710,426711,"What is Android doing when, after an upgrade, it tells you it's ""optimizing"" the apps?",How can I upgrade from Android KitKat to Marshmallow?,0
103222,204774,204775,What are some good qualities of MS Dhoni?,Who is Mahendra Singh Dhoni?,0
135626,268553,268554,Is it true that men don't like women who know about sex very well?,What options are best when buying a bike of 1 lakh when I have down payment of only 35k?,0
44417,88452,88453,How can a new Indian Lawyer learn drafting? Any good books?,What are some good books which a new Indian Lawyer must read?,1
70513,140151,140152,What is best orientation of stirrup in deep beam?,What is the best orientation of stirrup in deep beam.?,1
353593,692581,692582,Why do Indians keep deleting the true and factual comments about India in Quora?,Why do Indians keep deleting factual and true comments about India in Quora?,1
290078,569958,569959,What promises can Donald Trump keep?,Will Donald Trump carry out all of his promises from the election that he won?,1
317301,622624,622625,What were you in prison for?,How were prisoners treated in ancient Rome?,0
45045,89698,89699,What's a day in the life of a Cotton College student like?,What happens at the first day of most Indian colleges?,0
249775,491776,491777,Can we travel back in time?,Can we go back in time?,1
365919,716238,716239,What are good ways to get a job in the USA after studying an MBA in India (IIM) with one year of sales experience in India?,How can I get a job in USA after my B.arch degree with one year job experience?,0
49509,98554,98555,Myers-Briggs Type Indicator: What is it like to be an ISTJ?,Myers-Briggs Type Indicator: What is it like to be an INFJ?,0
67059,133324,133325,What is make money online?,What are the best ways to make money online?,1
133794,264956,264957,"In Return of the Jedi, what did Darth Vader die from?","In Return of the Jedi, why did Yoda tell Luke that in order to become a true Jedi, he must once again face Vader?",0
268955,529032,529033,How can you change India?,Is India changing?,0
361745,708241,708242,How can I book train ticket online?,How do I book online railway train tickets online?,1
210505,415216,415217,How much money do people make from YouTube videos with 1 million views?,How much does a person make for getting a million views on YouTube?,0
401641,784601,784602,How do you self publish a book?,What is the process of publishing a book?,1
384510,751860,751861,Where is the best place in florida to invest in real estate?,Where are good places in the U.S to invest in real estate?,0
138805,274780,274781,Can high protein intake (including Whey Protein) cause sperm thickness ? Like increase in sperm count or decrease in semenal fluid ?,Can food replace whey protein?,0
188008,371223,371224,How does astrology work?,How does astrology work? What are its basics?,1
191619,378289,378290,"When recruiting, do colleges look at freshman grades as much as senior grades?",Do colleges look at freshman grades?,1
362601,709887,709888,What is the biggest Quora question on Quora as in the most views/responses?,What question on Quora has the most views?,1
133324,264035,264036,Is Flipkart better than Amazon in India?,Do you think Amazon has done a better job than Flipkart in Customer Satisfaction levels?,1
308172,604989,604990,What's the difference between Levi's 501 and 505?,How much do Levis 501 shrink?,0
241625,475924,475925,What is an example of a lie that most people believe is true?,What are some of the world's greatest lies that most people believe in?,1
249923,492065,492066,Who are the most overrated players in football?,Who is the most overrated footballer?,1
148457,293711,293712,Who is the most popular writer at Quora?,Who are the people with the most followers on Quora?,1
98136,194770,194771,What are the best coaching institutes for cat in Hyderabad?,What are the best coaching institutes for the CAT in Hyderabad?,1
193855,382660,382661,What is the purpose of human birth?,What is the purpose of humanity?,0
306930,602600,602601,How do car windshields block UV rays?,Does a normal car windshield block UV rays?,0
156916,129357,310313,"When you remove a post from Facebook, do your friends still see it?","What is the best way to hide my activities from my Facebook friend who has added me as a ""close friend"" without removing him from friends list?",0
205425,405284,405285,Will I be tall?,What can I do to be tall?,0
62510,124317,124318,How do deaf children learn to read and write?,What is it like for a deaf child to learn to read and write? What kinds of methods does one use to teach language and reading to a person who cannot hear?,1
140971,279037,279038,How can I come out as bisexual in school?,How should I come out as bisexual?,1
387233,757065,757066,What I do when i don't know what to do?,What do I do when I don't know what do I have to do?,1
232422,457938,457939,Will the world end in 2016?,Is the world gonna end in 2016?,1
50988,101480,101481,What are the best ways to lose 60 pounds?,How can I lose 70 pounds?,0
20783,41463,41464,What are the pros and cons of marrying a woman who is older than me?,What is the impact of marrying a woman who is older than you?,1
301201,591543,591544,"Why do the Star Wars movies have so many ""deus ex machina"" escapes in the plot?",What will be the plot line of Star Wars Episode VII?,0
111143,220392,220393,Has anyone had an encounter with a ghost in real life?,Does anyone in Quora have any real ghost experiences?,1
284422,559014,559015,What skills are required to become a freelance accountant?,What skills are required to become a good freelancer?,0
40838,81345,81346,Why is it so important for Indians to know what other people think about them?,Why do Indians care so much about what others think about them?,1
224833,443132,443133,Is there any way to run android emulator in Virtual Box without VT-x installed?,Why Android Studio prompting “VT-x is disabled in BIOS” ?,0
81612,162111,162112,How do I give my wife a squirting orgasm?,How do I make my wife orgasm?,0
342635,671569,671570,What universities does Agile Therapeutics recruit new grads from? What majors are they looking for?,What universities does Juno Therapeutics recruit new grads from? What majors are they looking for?,0
216372,426638,426639,Is being white a privilege?,Does white privilege exist?,1
81452,161795,161796,Who is the biggest love marriage astrologer?,Who is the love solutions super specialist astrologer?,1
253713,499430,499431,What is the track name which was used in the last scene of Interstellar?,What should I know before going to watch Interstellar?,0
209118,412507,412508,What is the probability of two people having same fingerprints?,How do we know that no two people have the same fingerprints?,0
79701,158329,158330,What is the best thing to do if I have feelings for another girl when I am already in a 3 years relationship?,Does it really matter that you still have feelings about a girl when you are in a relationship with another girl?,0
196667,388157,388158,12th marks affect my IPM IIM Indore interview?,Is wearing army combat dress illegal in India?,0
95248,189075,189076,Is it important to have good drawing skills to get good marks in machine drawing?,Am I good at drawing for a twelve year old?,0
193151,381287,381288,How can teenagers lose weight effectively and safely?,How can I lose weight safely as a teenage girl?,1
18790,37492,37493,How IS TO get into MIT?,How can I get admitted to MIT?,1
276371,543395,543396,How do I convince myself for getting married?,How do I convince myself of not getting married?,0
184330,364017,364018,What are the top dating apps?,What is the best free online dating site?,0
300836,590826,590827,Can I make an Android app with Python?,Can I make Android apps/games with Python? What are some examples?,1
347594,681069,681070,How do i know if i'm bipolar or borderline?,How do you know if you are bipolar?,0
46877,93336,93337,Would I be able to score 90+ in English 12 boards by studying from golden guide?,How do I score 95+ marks in my 12th board cbse English exam?,0
218011,429846,429847,G s t bill and its implementation?,How do I overcome my second failure?,0
209197,412660,412661,How do I make healthy salad?,What's a healthy sauce to put on a salad?,0
86034,170859,170860,"On Udemy, is the number of students enrolled equal to the number of people who actually paid for a course?",What's the richest course in Udemy?,0
106178,210595,210596,What do you think when you look into a mirror?,Why do you look in the mirror?,0
166495,329074,329075,How did God create the Universe?,Why did God create the universe?,0
46789,93160,93161,How the translator job in India and which are the languages in demand?,How do I get my first job as a Spanish to English translator in India?,0
396293,774379,774380,What options do I have in case I want to buy good jeans in the range of 700-800 INR?,What's the best laptop I can buy for $700?,0
227171,447710,447711,Is there any proof that shows that UFOs exist?,Do aliens exist? Is there a proof of their existence? Are any images of them available?,1
117272,232446,232447,"Is it true that the new INR 2,000 notes will be embedded with a Nano GPS chip?",Is it true that ₹ 2000 currency notes in India are embedded with GPS chips? Can it be done at all?,1
23129,46145,46146,How can I stop or reduce chronic inflammation in my back,Can we use NSAIDs to treat chronic inflammation? And why?,0
372437,728745,728746,How is the word 'embed' used in a sentence?,How is the word 'mischievous' used in a sentence?,0
393050,768178,768179,Is Rodrigo Duterte crazy?,How crazy is Rodrigo Duterte?,0
6485,12957,12958,Can a chinese QI wireless charger cause a fire by overheating?,Why is my laptop charger overheating?,0
96473,191495,191496,How good are Lumosity exercises?,What are some good Kegel exercises?,0
14819,29580,29581,How long does it take to animate 2D in blender?,Where can I find best 2D animation companies?,0
335320,657446,657447,How do I handle this situation with daughters father?,How can it be determined how safe for your health canned salmon is?,0
84457,167738,167739,How important is sex in relationship?,Why is sex important in a good relationship?,1
45500,90604,90605,"How good is the idea at this moment to invest in ola (or whichever is better cab service, please do suggest) in Kolkata?","Entrepreneurship: How did Bhavish Aggarwal and Ankit Bhati come up with the idea of a cab service, and why did they name it Ola?",0
205204,404856,404857,Can I buy a reloadable credit card with a debit gift card?,How can I pay a credit card with a gift card?,0
72184,143457,143458,Do you have any tips on how to enjoy each stage of life as we age instead of dreading every new wrinkle or body ache?,How long and how many failures made you start accepting failures as a part of life? What was your most dreaded and horrible failure? How did you manage to get back on your feet?,0
92136,182931,182932,Tinder - how do I delete my interests?,How does Tinder work?,0
150680,298076,298077,How to learn piano?,What is the best way to learn piano for adult?,0
195103,385097,385098,"If a genie offered you three wishes, what are safe wishes to make?",What are your three wishes for the genie lamp?,1
26191,52231,52232,What are some of the most weird human behavior?,What was the most weird things happen commonly in humans?,0
85221,169251,169252,How do we make money online?,Is there any easy way to make money online?,1
154766,306089,306090,Why is alternating current better for long-distance power transmission than direct current?,Why is electricity produced in the form of alternating current rather than direct current all over the world?,0
120422,238644,238645,What are the interview questions asked for a quality assurance engineer at Amazon?,I have almost completed my degree in Information Assurance. What are some common questions asked in an interview for an entry level infosec engineer?,0
155200,306939,306940,What is RNA polymerase and what is its function?,What is the function of a subunit of RNA polymerase?,0
402445,786153,786154,What are the Snapchat usernames of celebrities?,How can I change my Snapchat username?,0
337828,662296,662297,How do I get bigger arms?,How can I make bigger my arms?,1
169343,334651,334652,What are the career options after mbbs?,Career Advice: What are the career options after BCA?,0
38224,76156,76157,Is all text a spirit?,What is the reason why spirits show up in pictures?,0
307321,603347,603348,Should tablets be taken with cold water or hot water?,Is it important to take tablets in hot water?,0
72615,144311,144312,How can I learn English from the beginning?,What is the best way to learn English?,0
380137,743474,743475,How widely accepted are credit cards at small businesses and restaurants in Spain?,How widely accepted are credit cards at small businesses and restaurants in Latvia?,0
359463,703893,703894,Is religion important?,Is religion important to you? Why?,0
45056,89720,89721,What are some good gift ideas for my wife?,What are some good gift ideas for my best friend?,0
387228,757055,757056,How do I get rid of mice in the walls?,How can I get rid of mice?,0
358198,701449,701450,How will Donald Trump make Mexico pay for the wall? Why does it make sense that Mexico will pay? Will Mexico do it?,Why is Donald Trump so obsessed with Mexico?,0
106114,210470,210471,What are your New Year's resolutions for 2017?,What are some of the best New Years resolutions for 2017?,1
114967,227915,227916,What are the security features in new currency notes?,Are there any security features in Rs 2000 and Rs. 500 currency notes to make them counterfeit proof?,1
347085,680100,680101,Is India really progressing under Narendra Modi government?,How has India changed after having Narendra Modi as the PM?,1
116797,231513,231514,When and how will the next stock market crash happen?,Can anyone predict when the next stock-market crash will happen?,1
177201,350049,350050,How Do I Get A Chrome Finish On Cosplay Props?,"What will be the best answer for ""Why do you want to leave your current organization ?""",0
88467,175667,175668,What is a psychology?,Is psychology a science?,0
291176,572082,572083,How do I stop ruminating negative thoughts and to stop stressing about my relationship when everything is ok?,How can I calm myself down and stop stressing?,0
338184,662974,662975,What are dreams really? Why don't we remember a dream when we wake up?,Why don't we remember dreams after waking up?,1
339690,627367,665890,What are the advantages of Python over C++?,Is it worth learning Python if we already know C/C++ and Java? My main aim is to get a Job as software engineer so will knowing python add an advantage?,0
218742,431268,431269,How is Sector 51 in gurgaon?,How is sector 14 in gurgaon?,0
332972,652897,652898,How did the universe begin?,When did the universe begin?,0
126448,250520,250521,"Why did Philippine ask Private Temporary Arbitration in Hague, not the UN backed courts to solve the water territory disputes with China over SCS?","Why didn't the Philippines ask UN backed courts, instead of Permanent Court of Arbitration over the water territorial disputes with China?",1
276596,543840,543841,What is the best way to learn Adobe Photoshop?,"What is the best way to learn digital creative design, Photoshop plus graphic design on my own?",1
258932,509603,509604,"What is the Sahara, and how do the average temperatures there compare to the ones in the Sonoran Desert?","What is the Sahara, and how do the average temperatures there compare to the ones in the Gobi Desert?",1
269423,529935,529936,Which is your favorite horror movie?,Whats your favorite horror movie?,1
105971,210187,210188,"Which is the best course to do after completing my BE (CSE), studying an MBA or an MS or preparing for IAS?",Which is the best institute to study PGCFR course. Doing PGCFR after an mba or the same without an mba which option is more advisable?,0
22796,45479,45480,If not turned the dial on a Sentry safe in a while does it mean it's worn?,"If you send a semi naked picture of your boyfriend's favourite actress and he says it does not turn him on in fact you can see it does not, is it something to be proud of or worried about?",0
179772,79968,355096,Books: What is the best book for learning Linear Algebra?,What's the best book on linear algebra?,1
235244,463454,463455,Why hasn't the KTM 125 Duke launched in India yet?,Has KTM Duke 125 launched in India or is it going to be launched in 2016?,0
136182,269632,269633,I am an electrical engineer and searching for a job. What are some good job consultancies in Pune?,I am an electrical engineer and searching for a job. What are some good job consultancies in bangalore?,0
401681,3058,784680,Where is a good online resource for learning Django quickly?,What are the best online django courses for beginners?,1
176,353,354,What is it like to live in Cologne?,"What is it like to live in Köln, Germany? ",1
188283,371764,371765,What would be effect of 500 and 1000 Rs notes ban?,What is your opinion on the discontinuation of 500 and 1000 rupee notes?,1
175151,346030,346031,Is visa officer will consider credilla loan?,How does the office of a RBI Grade B Manager look like?,0
68929,137014,137015,How can we get best Online Tutorials or educational videos or youtube videos or OpenCourseWare or mooc for preparation of SAT?,How can we get best Online Tutorials or educational videos or youtube videos or OpenCourseWare or mooc for preparation of GRE?,0
142178,281414,281415,How should I to talk to my parents about this?,What are some facts about MVSR Engineering college which others don't know?,0
83368,165579,165580,What do I do to increase my height?,Does swimming increase your height in twenties?,1
144965,286873,286874,What are some tips on making it through the job interview process at Basic Energy Services?,What are some tips on making it through the job interview process at Duke Energy?,0
229966,453175,453176,What tis a wage garnishment calculator?,How can I remove the wage garnishments?,0
291997,573681,573682,Do you like travelling?,Why don't you like to travel?,0
157021,310515,310516,"If President Clinton accosted women while in Office, and Donald Trump hasn't for over ten years, why is one pardoned but the other ""unfit"" to serve?",Why does the Indian Army kill dogs and horses if they are unfit?,0
152702,302040,302041,Why the name of the movie 'Rang De Basanti' is 'Rang De Basanti'?,"What is the meaning of ""mera rang de basanti chola""?",0
131204,259868,259869,Which is the best phone to buy in the range of INR 10k-12k? (7 July 2016),Which phone should I buy in the range of INR 10-12K in July 2016?,1
58734,116838,116839,What is the most useless country that exists for no reason?,What is the most useless country?,1
245326,483134,483135,Sam Vaknin implies that mirroring a narcissist will turn the narcissist into a cuddly teddy bear. What are your opinions on this? Has anyone tried this?,"What's classy if you’re rich, but trashy if you're poor?",0
221471,436564,436565,"If atoms join together to form molecules and elements, then what is the difference between molecules and elements?",How do atoms join together to form molecules?,0
137909,273032,273033,How is a solar panel's efficiency measured?,What is the best way to test a solar panel's efficiency?,1
363881,712322,712323,Why do so may people ask questions on Quora that can easily be found by a simple Google searh?,Why do so many people ask google-able questions on Quora?,1
21899,43691,43692,"Who is Robert Mercer, and what is his involvement with the Trump campaign?","The United States of America: What do Pakistanis think of Donald Trump who says "" India is the check to Pakistan and involve India if Pakistan becomes too dangerous""?",0
401188,783732,783733,How do I stop myself from let ppl used me? I mean they will look for me when they need something. I don't like to being used and I'm kind of sad?,What is the best way to tell myself no woman will love me because I don't look like a celebrity?,0
108153,214489,214490,What are some mind-blowing robotic home gadgets that exist that most people don't know about?,What are some mind blowing gadgets that exist that most people don't know about?,0
191455,377968,377969,What one single decision can change a life?,What one single change can change a life?,1
13370,26693,26694,What is generally played  with the left hand while improvising jazz on the piano?,How can I increase the independence of my left and right hands while playing keyboard?,0
186671,368603,368604,"In one day, how many times do the minute hand and the second hand of a clock make a straight line?",The minute hand of a clock overtakes the hour hand at intervals of 65 minutes of correct time. How much does the clock gain or lose in a day?,0
288754,567406,567407,How can I convert an x3d file to a voxel image file?,How do I convert WVM files to MP4?,0
57641,114681,114682,How does one become gay?,Can a heterosexual who really wants to be gay become so?,0
357644,700379,700380,Is it possible to learn to speak another dialect of your native language perfectly?,Is it possible to be less proficient/fluent in your native language than in your second or third language?,0
118878,235610,235611,"Why does Nene Hilario have ""Nene"" on his jersey and not ""Hilario?""",Why do soccer clubs not retire jersey numbers?,0
46342,92272,92273,Will virgin girls enjoy sex the first time?,"I'm 14 and I just had sex for the first time, I feel so guilty and bad about myself, like I'm a failure. Why do I feel this? How do I feel better?",0
2196,4393,4394,Is isolating Pakistan at the international stage the best step India can take after the Uri attacks on the diplomatic front?,What is the best option to respond to Pakistan after Uri attack?,1
178643,352875,352876,What are 'rakti' ragas in Carnatic music? Why they are called so ? What is their uniqueness / significance compared to other ragas?,Carnatic Classical Music: What's the most common raga National Anthems are based on?,0
142564,282163,282164,What is the difference between spray and perfume?,What's the difference between a fine fragrance mist and a perfume/eu de toilette?,0
252352,496799,1341,What does the Lovely company do?,What is love?,0
219760,433240,433241,How can I prepare bank clerk exams without coaching?,How do I prepare for bank SO exam without coaching?,1
30168,60140,60141,Should people over 88 not be allowed to vote?,Should people over 90 not be allowed to vote?,1
26274,4915,52395,Is it possible to see when a Quora question was asked and who asked it?,What is meant by post in Quora?,0
115105,228188,228189,Where was snorkeling invented?,Is it OK to train with snorkel if I am a beginner in swimming?,0
157460,311378,311379,What are the benefits of sleeping in the nude?,Are there any benefits of sleeping nude?,1
14168,28284,28285,How do you make easy money online?,What is make money online?,1
206497,407388,407389,I want to quit my new job. I am not happy at all. But it's been only 2 weeks. What should I do?,Can I quit my job via email effective immediately if I only worked there one week?,0
18105,36130,25244,Which are the best ad agencies in Barcelona?,What are the best ad agencies in Seattle?,0
326530,640441,640442,Will upgrading to the 2016 MacBook Pro be worth it?,Is the 2016 MacBook Pro still worth it (as opposed to a high end PC)?,1
13941,27830,27831,Which country in Asia is most powerful?,What is most powerful country in Asia and why?,1
296581,582569,582570,What is to know about money?,What should everyone know about finance?,1
147942,292708,292709,How do I start freelancing as a web developer?,How do I start freelancing as web developer?,1
341254,668915,668916,What should India do to get back Pakistan?,What should India do to get Pakistan back?,1
14228,28403,28404,Which are the most communal regions in India?,Which are the places with communal discord in India?,1
151999,300667,300668,How is school changing in the 21st century in Norway?,How is school changing in the 21st century in Singapore?,0
105006,208282,208283,How do I start preparation for IAS?,What's the process to start study of IAS?,1
16748,33426,33427,Can I see a private Instagram?,How can I see someone's private instagram account?,1
186432,368133,368134,"What exactly ""PACKAGING"" is all about?",What is helwett packaging?,0
104982,208237,208238,Why do people ask questions on Quora while They can get all the answers by Googling?,Why do people bother to ask questions on Quora they could just google to get the answer?,1
182581,360601,360602,What are the diffrences between the 90s kids and todays kids?,How do people with disabilities (both physical and mental impairment) deal with their periods?,0
157610,311670,311671,What is the average penis length?,What is the normal penis length?,1
358978,702963,702964,How do you draw an XeF2O Lewis Structure?,How do you draw the Lewis structure for N2F2?,0
124846,247364,247365,How do you know if someones read your text message on Android?,How do I read text messages on someone's phone from mine?,0
313797,615871,615872,How long will it take for UK to exit from EU?,When will UK exit from the EU?,1
21748,43389,43390,How should one prepare for IAS -PRE EXAM?,How should I start my preparation for the IAS exam?,0
308815,606246,606247,Will a person get the notification on Instagram if I liked thir photo and then I blocked them?,"I accidently liked a photo on instagram then blocked the user, will the get a notification?",0
3997,7992,7993,What is the difference between a nerd and an intelligent person?,What is the difference between Curiosity and Intelligence?,0
307537,603763,603764,Why women bloggers are very low in the world of blogging?,What's the best way to figure out why your business is not taking off like you thought it would?,0
166661,329401,329402,What are some of the criticisms of NAFTA?,What are the worst consequences of NAFTA?,1
238051,468932,468933,What are the best places in chennai?,What are some unique places to visit in Chennai?,1
66123,131466,131467,"Got offered Level 9 in Accenture Operations. What does this mean? What's the team size usually handled by Level 9, 8 & 7 in Accenture? What's the typical salary range in Level 9?",What is the meaning of different career levels in accenture?,0
393858,769722,769723,What are the benefits and rules of a tortoise ring in silver?,What are the rules regarding the proper way to wear an engagement ring?,0
269384,529858,529859,Which is a suitable inpatient drug and alcohol rehab center in Marion County AL?,Which is a suitable inpatient drug and alcohol rehab center in Clarke County AL?,0
378231,739817,739818,Is Lenovo tab 2 a8-50 is capable for using Jio sim?,Why are kids being kept in-home more often than they used to?,0
98378,195246,195247,What are the best technologies to learn in 2016?,What are the best technologies to learn in 2017?,0
64878,129008,129009,Do clocks measure time or themselves?,Do clocks really measure time?,0
188508,372205,372206,"Why do women tend to behave differently while in a group, whereas men are neutral and objective irrespective of the company?",What is Quantum Electrodynamics?,0
326652,640678,640679,What is the best fat burning pills?,Are fat burning pills helpful along with exercise? What are the best fat burning pills (non-steroidal)?,1
197677,390140,390141,Who is the most important part in study?,Who is the most important part in your studying?,0
55757,110933,110934,Are pilots excited for Sully the movie?,"In the movie Sully, the NTSB said that the key factor in saving Flight 1549 was when Sully turned on the APU. Why was turning on the APU so important?",0
331311,649684,649685,What can I do to improve my English speaking?,How can I improve my English pronunciation?,1
121537,240849,240850,What are the functions of Rough ER?,What is a rough endoplasmic reticulum?,1
271685,534321,534322,What is the importance of set theory in discrete mathematics?,What is the importance of the axiomatization of set theory?,0
223104,24537,439739,"Which casino has the best blackjack game in Las Vegas, in terms of odds?",What Las Vegas casinos don't use continuous shuffling machines at their blackjack tables?,0
215512,424962,424963,What is your favorite vegetarian recipe?,What vegetarian recipes are your favourite?,1
401229,783813,783814,How can you increase your height?,How long does height increases in men?,0
375411,734440,734441,"Given that Libgen, BookFi and all other free book sites have been shut down, what are some other sites where I can get free PDF copies of books?",How does torrent sites work? Do they get any profit for uploading and sharing pirated content like movies or softwares?,0
120576,238950,238951,Have you seen or have you yourself been debarred or had your paper cancelled for cheating in an academic examination? How did it feel?,What is your review of Academic Papers?,0
142398,281843,281844,How do you solve the following recurrence using substitution method? [math]T(n) =T\left (\left\lfloor\frac {n} {4} \right\rfloor\right) +n [/math],How do you solve the following recurrence using the substitution method?,1
42479,37881,84605,Why do people in the USA prefer American football over soccer? Why do they find soccer relatively boring?,"Despite its huge popularity in the US, American football has never become a big deal in other countries. Why not?",0
284079,558346,558347,Why do I have to learn French?,What are some basic tips to learn French quickly?,0
